 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> mars 02, 2023 
 ==================================================================

 Disk File Name = SRIM Outputs\Magnesium in Silicon.txt

 Ion = Magnesium [12] , Mass = 22,994 amu

 Target Density =  2,3212E+00 g/cm3 = 4,9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  keV / micron   
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   5,50 MeV   2,398E+03  1,402E+01    3,79 um     3027 A      3815 A   
   6,00 MeV   2,442E+03  1,307E+01    4,00 um     3058 A      3866 A   
   6,50 MeV   2,479E+03  1,225E+01    4,20 um     3087 A      3913 A   
   7,00 MeV   2,509E+03  1,154E+01    4,40 um     3114 A      3957 A   
   8,00 MeV   2,557E+03  1,035E+01    4,79 um     3189 A      4037 A   
   9,00 MeV   2,592E+03  9,402E+00    5,17 um     3259 A      4110 A   
  10,00 MeV   2,617E+03  8,623E+00    5,55 um     3324 A      4177 A   
  11,00 MeV   2,635E+03  7,971E+00    5,93 um     3386 A      4240 A   
  12,00 MeV   2,648E+03  7,417E+00    6,31 um     3445 A      4299 A   
  13,00 MeV   2,657E+03  6,941E+00    6,68 um     3503 A      4355 A   
  14,00 MeV   2,662E+03  6,526E+00    7,06 um     3559 A      4409 A   
  15,00 MeV   2,665E+03  6,161E+00    7,43 um     3613 A      4461 A   
  16,00 MeV   2,667E+03  5,837E+00    7,81 um     3666 A      4511 A   
  17,00 MeV   2,666E+03  5,548E+00    8,18 um     3718 A      4559 A   
  18,00 MeV   2,664E+03  5,288E+00    8,55 um     3769 A      4606 A   
  20,00 MeV   2,656E+03  4,840E+00    9,30 um     3941 A      4697 A   
  22,50 MeV   2,642E+03  4,382E+00   10,24 um     4188 A      4806 A   
  25,00 MeV   2,623E+03  4,008E+00   11,19 um     4424 A      4912 A   
  27,50 MeV   2,602E+03  3,696E+00   12,14 um     4651 A      5014 A   
  30,00 MeV   2,578E+03  3,432E+00   13,11 um     4870 A      5114 A   
  32,50 MeV   2,552E+03  3,206E+00   14,08 um     5084 A      5212 A   
  35,00 MeV   2,526E+03  3,009E+00   15,06 um     5293 A      5309 A   
  37,50 MeV   2,498E+03  2,836E+00   16,06 um     5497 A      5405 A   
  40,00 MeV   2,470E+03  2,684E+00   17,06 um     5699 A      5500 A   
  45,00 MeV   2,413E+03  2,425E+00   19,11 um     6429 A      5690 A   
  50,00 MeV   2,354E+03  2,215E+00   21,20 um     7114 A      5879 A   
  55,00 MeV   2,273E+03  2,040E+00   23,36 um     7775 A      6071 A   
  60,00 MeV   2,207E+03  1,892E+00   25,59 um     8424 A      6265 A   
  65,00 MeV   2,145E+03  1,765E+00   27,88 um     9060 A      6463 A   
  70,00 MeV   2,085E+03  1,655E+00   30,25 um     9689 A      6665 A   
  80,00 MeV   1,972E+03  1,473E+00   35,17 um     1,20 um     7081 A   
  90,00 MeV   1,870E+03  1,329E+00   40,38 um     1,41 um     7517 A   
 100,00 MeV   1,776E+03  1,212E+00   45,86 um     1,62 um     7974 A   
 110,00 MeV   1,691E+03  1,115E+00   51,63 um     1,82 um     8452 A   
 120,00 MeV   1,613E+03  1,033E+00   57,68 um     2,01 um     8953 A   
 130,00 MeV   1,542E+03  9,632E-01   64,02 um     2,21 um     9478 A   
 140,00 MeV   1,477E+03  9,024E-01   70,64 um     2,40 um     1,00 um  
 150,00 MeV   1,417E+03  8,492E-01   77,55 um     2,60 um     1,06 um  
 160,00 MeV   1,363E+03  8,022E-01   84,74 um     2,80 um     1,12 um  
 170,00 MeV   1,312E+03  7,604E-01   92,21 um     3,00 um     1,18 um  
 180,00 MeV   1,265E+03  7,230E-01   99,97 um     3,20 um     1,24 um  
 200,00 MeV   1,182E+03  6,587E-01  116,32 um     3,96 um     1,38 um  
 225,00 MeV   1,093E+03  5,934E-01  138,30 um     5,05 um     1,56 um  
 250,00 MeV   1,018E+03  5,404E-01  161,99 um     6,07 um     1,76 um  
 275,00 MeV   9,539E+02  4,965E-01  187,35 um     7,07 um     1,97 um  
 300,00 MeV   8,982E+02  4,595E-01  214,35 um     8,05 um     2,19 um  
 325,00 MeV   8,494E+02  4,279E-01  242,97 um     9,02 um     2,42 um  
 350,00 MeV   8,063E+02  4,005E-01  273,17 um    10,00 um     2,67 um  
 375,00 MeV   7,678E+02  3,766E-01  304,93 um    10,98 um     2,93 um  
 400,00 MeV   7,333E+02  3,555E-01  338,24 um    11,96 um     3,20 um  
 450,00 MeV   6,736E+02  3,199E-01  409,37 um    15,67 um     3,77 um  
 500,00 MeV   6,235E+02  2,911E-01  486,51 um    19,12 um     4,39 um  
 550,00 MeV   5,805E+02  2,673E-01  569,60 um    22,48 um     5,05 um  
 600,00 MeV   5,431E+02  2,472E-01  658,63 um    25,81 um     5,76 um  
 650,00 MeV   5,100E+02  2,300E-01  753,62 um    29,13 um     6,51 um  
 700,00 MeV   4,807E+02  2,152E-01  854,58 um    32,49 um     7,30 um  
 800,00 MeV   4,330E+02  1,908E-01    1,07 mm    44,99 um     9,01 um  
 900,00 MeV   3,950E+02  1,716E-01    1,32 mm    56,60 um    10,89 um  
   1,00 GeV   3,638E+02  1,560E-01    1,58 mm    67,88 um    12,93 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1,0000E-01                 eV / Angstrom 
  1,0000E+00                keV / micron   
  1,0000E+00                MeV / mm       
  4,3083E-03                keV / (ug/cm2) 
  4,3083E-03                MeV / (mg/cm2) 
  4,3083E+00                keV / (mg/cm2) 
  2,0093E-01                 eV / (1E15 atoms/cm2)
  1,0437E-03                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
